ORF	YF_GENE	OF_GENE
YJL161W	FMP33	FMP33
YJL162C	JJJ2	JJJ2
YJL163C	YJL163C	YJL163C
YJL164C	TPK1	TPK1
YJL165C	HAL5	HAL5
YJL166W	QCR8	QCR8
YJL167W	ERG20	ERG20
YJL168C	SET2	SET2
YJL169W	YJL169W	YJL169W
YJL170C	ASG7	ASG7
YJL171C	TOH1	TOH1
YJL172W	CPS1	CPS1
YJL173C	RFA3	RFA3
YJL174W	KRE9	KRE9
YJL175W	YJL175W	YJL175W
YJL176C	SWI3	SWI3
YJL177W	RPL17B	RPL17B
YJL178C	ATG27	ATG27
YJL179W	PFD1	PFD1
YJL180C	ATP12	ATP12
YJL181W	RBH1	RBH1
YJL182C	YJL182C	YJL182C
YJL183W	MNN11	MNN11
YJL184W	GON7	GON7
YJL185C	ATG36	ATG36
YJL186W	MNN5	MNN5
YJL187C	SWE1	SWE1
YJL188C	BUD19	BUD19
YJL189W	RPL39	RPL39
YJL190C	RPS22A	RPS22A
YJL191W	RPS14B	RPS14B
YJL192C	SOP4	SOP4
YJL193W	YJL193W	YJL193W
YJL194W	CDC6	CDC6
YJL195C	YJL195C	YJL195C
YJL196C	ELO1	ELO1
YJL197C-A	NA	YJL197C-A
YJL197W	UBP12	UBP12
YJL198W	PHO90	PHO90
YJL199C	MBB1	MBB1
YJL200C	ACO2	ACO2
YJL201W	ECM25	ECM25
YJL202C	YJL202C	YJL202C
YJL203W	PRP21	PRP21
YJL204C	RCY1	RCY1
YJL205C	NCE101	NCE101
YJL206C	YJL206C	YJL206C
YJL207C	LAA1	LAA1
YJL208C	NUC1	NUC1
YJL209W	CBP1	CBP1
YJL210W	PEX2	PEX2
YJL211C	YJL211C	YJL211C
YJL212C	OPT1	OPT1
YJL213W	YJL213W	YJL213W
YJL214W	HXT8	HXT8
YJL215C	YJL215C	YJL215C
YJL216C	IMA5	IMA5
YJL217W	REE1	REE1
YJL218W	YJL218W	YJL218W
YJL219W	HXT9	HXT9
YJL220W	YJL220W	YJL220W
YJL221C	IMA4	IMA4
YJL222W	VTH2	VTH2
YJL222W-A	NA	YJL222W-A
YJL222W-B	NA	YJL222W-B
YJL223C	PAU1	PAU1
YJL225C	YJL225C	YJL225C
YJL225W-A	NA	YJL225W-A
YJR001W	AVT1	AVT1
YJR002W	MPP10	MPP10
YJR003C	MRX12	MRX12
YJR004C	SAG1	SAG1
YJR005C-A	LSO1	LSO1
YJR005W	APL1	APL1
YJR006W	POL31	POL31
YJR007W	SUI2	SUI2
YJR008W	MHO1	MHO1
YJR009C	TDH2	TDH2
YJR010C-A	SPC1	SPC1
YJR010W	MET3	MET3
YJR011C	CAL4	YJR011C
YJR012C	YJR012C	YJR012C
YJR013W	GPI14	GPI14
YJR014W	TMA22	TMA22
YJR015W	YJR015W	YJR015W
YJR016C	ILV3	ILV3
YJR017C	ESS1	ESS1
YJR018W	YJR018W	YJR018W
YJR019C	TES1	TES1
YJR020W	YJR020W	YJR020W
YJR021C	REC107	REC107
YJR022W	LSM8	LSM8
YJR023C	YJR023C	YJR023C
YJR024C	MDE1	MDE1
YJR025C	BNA1	BNA1
YJR030C	RBH2	RBH2
YJR031C	GEA1	GEA1
YJR032W	CPR7	CPR7
YJR033C	RAV1	RAV1
YJR034W	PET191	PET191
YJR035W	RAD26	RAD26
YJR036C	HUL4	HUL4
YJR037W	YJR037W	YJR037W
YJR038C	YJR038C	YJR038C
YJR039W	MLO127	YJR039W
YJR040W	GEF1	GEF1
YJR041C	URB2	URB2
YJR042W	NUP85	NUP85
YJR043C	POL32	POL32
YJR044C	VPS55	VPS55
YJR045C	SSC1	SSC1
YJR046W	TAH11	TAH11
YJR047C	ANB1	ANB1
YJR048W	CYC1	CYC1
YJR049C	UTR1	UTR1
YJR050W	ISY1	ISY1
YJR051W	OSM1	OSM1
YJR052W	RAD7	RAD7
YJR053W	BFA1	BFA1
YJR054W	KCH1	KCH1
YJR055W	HIT1	HIT1
YJR056C	YJR056C	YJR056C
YJR057W	CDC8	CDC8
YJR058C	APS2	APS2
YJR059W	PTK2	PTK2
YJR060W	CBF1	CBF1
YJR061W	MNN14	YJR061W
YJR062C	NTA1	NTA1
YJR063W	RPA12	RPA12
YJR064W	CCT5	CCT5
YJR065C	ARP3	ARP3
YJR066W	TOR1	TOR1
YJR067C	YAE1	YAE1
YJR068W	RFC2	RFC2
YJR069C	HAM1	HAM1
YJR070C	LIA1	LIA1
YJR071W	YJR071W	YJR071W
YJR072C	NPA3	NPA3
YJR073C	OPI3	OPI3
YJR074W	MOG1	MOG1
YJR075W	HOC1	HOC1
YJR076C	CDC11	CDC11
YJR077C	MIR1	MIR1
YJR078W	BNA2	BNA2
YJR079W	YJR079W	YJR079W
YJR080C	AIM24	AIM24
YJR082C	EAF6	EAF6
YJR083C	ACF4	ACF4
YJR084W	YJR084W	YJR084W
YJR085C	TMH11	YJR085C
YJR086W	STE18	STE18
YJR087W	YJR087W	YJR087W
YJR088C	EMC2	EMC2
YJR089W	BIR1	BIR1
YJR090C	GRR1	GRR1
YJR091C	JSN1	JSN1
YJR092W	BUD4	BUD4
YJR093C	FIP1	FIP1
YJR094C	IME1	IME1
YJR094W-A	RPL43B	RPL43B
YJR095W	SFC1	SFC1
YJR096W	YJR096W	YJR096W
YJR097W	JJJ3	JJJ3
YJR098C	YJR098C	YJR098C
YJR099W	YUH1	YUH1
YJR100C	AIM25	AIM25
YJR101W	RSM26	RSM26
YJR102C	VPS25	VPS25
YJR103W	URA8	URA8
YJR104C	SOD1	SOD1
YJR105W	ADO1	ADO1
YJR106W	ECM27	ECM27
YJR107W	LIH1	LIH1
YJR108W	ABM1	ABM1
YJR109C	CPA2	CPA2
YJR110W	YMR1	YMR1
YJR111C	PXP2	PXP2
YJR112W	NNF1	NNF1
YJR112W-A	YJR112W-A	YJR112W-A
YJR113C	RSM7	RSM7
YJR114W	YJR114W	YJR114W
YJR115W	YJR115W	YJR115W
YJR116W	TDA4	TDA4
YJR117W	STE24	STE24
YJR118C	ILM1	ILM1
YJR119C	JHD2	JHD2
YJR120W	YJR120W	YJR120W
YJR121W	ATP2	ATP2
YJR122W	IBA57	IBA57
YJR123W	RPS5	RPS5
YJR124C	YJR124C	YJR124C
YJR125C	ENT3	ENT3
YJR126C	VPS70	VPS70
YJR127C	RSF2	RSF2
YJR128W	YJR128W	YJR128W
YJR129C	EFM3	EFM3
YJR130C	STR2	STR2
YJR131W	MNS1	MNS1
YJR132W	NMD5	NMD5
YJR133W	XPT1	XPT1
YJR134C	SGM1	SGM1
YJR135C	MCM22	MCM22
YJR135W-A	TIM8	TIM8
YJR136C	TTI2	TTI2
YJR137C	MET5	MET5
YJR138W	IML1	IML1
YJR139C	HOM6	HOM6
YJR140C	HIR3	HIR3
YJR140W-A	NA	YJR140W-A
YJR141W	IPA1	IPA1
YJR142W	YJR142W	YJR142W
YJR143C	PMT4	PMT4
YJR144W	MGM101	MGM101
YJR145C	RPS4A	RPS4A
YJR146W	YJR146W	YJR146W
YJR147W	HMS2	HMS2
YJR148W	BAT2	BAT2
YJR149W	YJR149W	YJR149W
YJR150C	DAN1	DAN1
YJR151C	DAN4	DAN4
YJR151W-A	YJR151W-A	YJR151W-A
YJR152W	DAL5	DAL5
YJR153W	PGU1	PGU1
YJR154W	YJR154W	YJR154W
YJR155W	AAD10	AAD10
YJR156C	THI11	THI11
YJR157W	YJR157W	YJR157W
YJR158W	HXT16	HXT16
YJR159W	SOR1	SOR1
YJR160C	MPH3	MPH3
YJR161C	COS5	COS5
YJR162C	NA	YJR162C
YKL001C	MET14	MET14
YKL002W	DID4	DID4
YKL003C	MRP17	MRP17
YKL004W	AUR1	AUR1
YKL005C	BYE1	BYE1
YKL006C-A	SFT1	SFT1
YKL006W	RPL14A	RPL14A
YKL007W	CAP1	CAP1
YKL008C	LAC1	LAC1
YKL009W	MRT4	MRT4
YKL010C	UFD4	UFD4
YKL011C	CCE1	CCE1
YKL012W	PRP40	PRP40
YKL013C	ARC19	ARC19
YKL014C	URB1	URB1
YKL015W	PUT3	PUT3
YKL016C	ATP7	ATP7
YKL017C	HCS1	HCS1
YKL018C-A	MCO12	YKL018C-A
YKL018W	SWD2	SWD2
YKL019W	RAM2	RAM2
YKL020C	SPT23	SPT23
YKL021C	MAK11	MAK11
YKL022C	CDC16	CDC16
YKL023C-A	MIN9	YKL023C-A
YKL023W	SKA1	YKL023W
YKL024C	URA6	URA6
YKL025C	PAN3	PAN3
YKL026C	GPX1	GPX1
YKL027W	TCD2	TCD2
YKL028W	TFA1	TFA1
YKL029C	MAE1	MAE1
YKL030W	YKL030W	YKL030W
YKL031W	YKL031W	YKL031W
YKL032C	IXR1	IXR1
YKL033W	TTI1	TTI1
YKL033W-A	YKL033W-A	YKL033W-A
YKL034W	TUL1	TUL1
YKL035W	UGP1	UGP1
YKL036C	YKL036C	YKL036C
YKL037W	AIM26	AIM26
YKL038W	RGT1	RGT1
YKL039W	PTM1	PTM1
YKL040C	NFU1	NFU1
YKL041W	VPS24	VPS24
YKL042W	SPC42	SPC42
YKL043W	PHD1	PHD1
YKL044W	MMO1	MMO1
YKL045W	PRI2	PRI2
YKL046C	DCW1	DCW1
YKL047W	ANR2	ANR2
YKL048C	ELM1	ELM1
YKL049C	CSE4	CSE4
YKL050C	YKL050C	YKL050C
YKL051W	SFK1	SFK1
YKL052C	ASK1	ASK1
YKL053C-A	MDM35	MDM35
YKL053W	YKL053W	YKL053W
YKL054C	DEF1	DEF1
YKL055C	OAR1	OAR1
YKL056C	TMA19	TMA19
YKL057C	NUP120	NUP120
YKL058W	TOA2	TOA2
YKL059C	MPE1	MPE1
YKL060C	FBA1	FBA1
YKL061W	BLI1	BLI1
YKL062W	MSN4	MSN4
YKL063C	YKL063C	YKL063C
YKL064W	MNR2	MNR2
YKL065C	YET1	YET1
YKL065W-A	DPC7	YKL065W-A
YKL066W	YKL066W	YKL066W
YKL067W	YNK1	YNK1
YKL068W	NUP100	NUP100
YKL068W-A	YKL068W-A	YKL068W-A
YKL069W	YKL069W	YKL069W
YKL070W	YKL070W	YKL070W
YKL071W	OSI1	YKL071W
YKL072W	STB6	STB6
YKL073W	LHS1	LHS1
YKL074C	MUD2	MUD2
YKL075C	AAN1	YKL075C
YKL076C	YKL076C	PSY1
YKL077W	PSG1	YKL077W
YKL078W	DHR2	DHR2
YKL079W	SMY1	SMY1
YKL080W	VMA5	VMA5
YKL081W	TEF4	TEF4
YKL082C	RRP14	RRP14
YKL083W	YKL083W	YKL083W
YKL084W	HOT13	HOT13
YKL085W	MDH1	MDH1
YKL086W	SRX1	SRX1
YKL087C	CYT2	CYT2
YKL088W	CAB3	CAB3
YKL089W	MIF2	MIF2
YKL090W	CUE2	CUE2
YKL091C	YKL091C	YKL091C
YKL092C	BUD2	BUD2
YKL093W	MBR1	MBR1
YKL094W	YJU3	YJU3
YKL095W	YJU2	YJU2
YKL096C-B	YKL096C-B	YKL096C-B
YKL096W	CWP1	CWP1
YKL096W-A	CWP2	CWP2
YKL097C	YKL097C	YKL097C
YKL098W	MTC2	MTC2
YKL099C	UTP11	UTP11
YKL100C	YPF1	YPF1
YKL100W-A	NA	YKL100W-A
YKL101W	HSL1	HSL1
YKL102C	YKL102C	YKL102C
YKL103C	APE1	APE1
YKL104C	GFA1	GFA1
YKL105C	SEG2	SEG2
YKL106C-A	YKL106C-A	YKL106C-A
YKL106W	AAT1	AAT1
YKL107W	YKL107W	YKL107W
YKL108W	SLD2	SLD2
YKL109W	HAP4	HAP4
YKL110C	KTI12	KTI12
YKL111C	YKL111C	YKL111C
YKL112W	ABF1	ABF1
YKL113C	RAD27	RAD27
YKL114C	APN1	APN1
YKL115C	YKL115C	YKL115C
YKL116C	PRR1	PRR1
YKL117W	SBA1	SBA1
YKL118W	YKL118W	YKL118W
YKL119C	VPH2	VPH2
YKL120W	OAC1	OAC1
YKL121W	DGR2	DGR2
YKL122C	SRP21	SRP21
YKL123W	YKL123W	YKL123W
YKL124W	SSH4	SSH4
YKL125W	RRN3	RRN3
YKL126W	YPK1	YPK1
YKL127W	PGM1	PGM1
YKL128C	PMU1	PMU1
YKL129C	MYO3	MYO3
YKL130C	SHE2	SHE2
YKL131W	YKL131W	YKL131W
YKL132C	RMA1	RMA1
YKL133C	RCI50	YKL133C
YKL134C	OCT1	OCT1
YKL135C	APL2	APL2
YKL136W	YKL136W	YKL136W
YKL137W	CMC1	CMC1
YKL138C	MRPL31	MRPL31
YKL138C-A	HSK3	HSK3
YKL139W	CTK1	CTK1
YKL140W	TGL1	TGL1
YKL141W	SDH3	SDH3
YKL142W	MRP8	MRP8
YKL143W	LTV1	LTV1
YKL144C	RPC25	RPC25
YKL145W	RPT1	RPT1
YKL145W-A	NA	YKL145W-A
YKL146W	AVT3	AVT3
YKL147C	YKL147C	YKL147C
YKL148C	SDH1	SDH1
YKL149C	DBR1	DBR1
YKL150W	MCR1	MCR1
YKL151C	NNR2	NNR2
YKL152C	GPM1	GPM1
YKL153W	YKL153W	YKL153W
YKL154W	SRP102	SRP102
YKL155C	RSM22	RSM22
YKL156C-A	NA	YKL156C-A
YKL156W	RPS27A	RPS27A
YKL157W	APE2	APE2
YKL159C	RCN1	RCN1
YKL160W	ELF1	ELF1
YKL161C	KDX1	KDX1
YKL162C	YKL162C	YKL162C
YKL162C-A	YKL162C-A	YKL162C-A
YKL163W	PIR3	PIR3
YKL164C	PIR1	PIR1
YKL165C	MCD4	MCD4
YKL165C-A	YKL165C-A	YKL165C-A
YKL166C	TPK3	TPK3
YKL167C	MRP49	MRP49
YKL168C	KKQ8	KKQ8
YKL169C	YKL169C	YKL169C
YKL170W	MRPL38	MRPL38
YKL171W	NNK1	NNK1
YKL172W	EBP2	EBP2
YKL173W	SNU114	SNU114
YKL174C	TPO5	TPO5
YKL175W	ZRT3	ZRT3
YKL176C	LST4	LST4
YKL177W	YKL177W	YKL177W
YKL178C	STE3	STE3
YKL179C	COY1	COY1
YKL180W	RPL17A	RPL17A
YKL181W	PRS1	PRS1
YKL182W	FAS1	FAS1
YKL183C-A	YKL183C-A	YKL183C-A
YKL183W	LOT5	LOT5
YKL184W	SPE1	SPE1
YKL185W	ASH1	ASH1
YKL186C	MTR2	MTR2
YKL187C	FAT3	FAT3
YKL188C	PXA2	PXA2
YKL189W	HYM1	HYM1
YKL190W	CNB1	CNB1
YKL191W	DPH2	DPH2
YKL192C	ACP1	ACP1
YKL193C	SDS22	SDS22
YKL194C	MST1	MST1
YKL195W	MIA40	MIA40
YKL196C	YKT6	YKT6
YKL197C	PEX1	PEX1
YKL198C	PTK1	PTK1
YKL201C	MNN4	MNN4
YKL202W	YKL202W	YKL202W
YKL203C	TOR2	TOR2
YKL204W	EAP1	EAP1
YKL205W	LOS1	LOS1
YKL206C	ADD66	ADD66
YKL207W	EMC3	EMC3
YKL208W	CBT1	CBT1
YKL209C	STE6	STE6
YKL210W	UBA1	UBA1
YKL211C	TRP3	TRP3
YKL212W	SAC1	SAC1
YKL213C	DOA1	DOA1
YKL214C	YRA2	YRA2
YKL215C	OXP1	OXP1
YKL216W	URA1	URA1
YKL217W	JEN1	JEN1
YKL218C	SRY1	SRY1
YKL219W	COS9	COS9
YKL220C	FRE2	FRE2
YKL221W	MCH2	MCH2
YKL222C	YKL222C	YKL222C
YKL223W	YKL223W	YKL223W
YKL224C	PAU16	PAU16
YKL225W	NA	YKL225W
YKR001C	VPS1	VPS1
YKR002W	PAP1	PAP1
YKR003W	OSH6	OSH6
YKR004C	ECM9	ECM9
YKR005C	YKR005C	YKR005C
YKR006C	MRPL13	MRPL13
YKR007W	MEH1	MEH1
YKR008W	RSC4	RSC4
YKR009C	FOX2	FOX2
YKR010C	TOF2	TOF2
YKR011C	YKR011C	YKR011C
YKR012C	YKR012C	YKR012C
YKR013W	PRY2	PRY2
YKR014C	YPT52	YPT52
YKR015C	YKR015C	YKR015C
YKR016W	MIC60	MIC60
YKR017C	HEL1	HEL1
YKR018C	YKR018C	YKR018C
YKR019C	IRS4	IRS4
YKR020W	VPS51	VPS51
YKR021W	ALY1	ALY1
YKR022C	NTR2	NTR2
YKR023W	RQT4	YKR023W
YKR024C	DBP7	DBP7
YKR025W	RPC37	RPC37
YKR026C	GCN3	GCN3
YKR027W	BCH2	BCH2
YKR028W	SAP190	SAP190
YKR029C	SET3	SET3
YKR030W	GMH1	GMH1
YKR031C	SPO14	SPO14
YKR032W	YKR032W	YKR032W
YKR033C	YKR033C	YKR033C
YKR034W	DAL80	DAL80
YKR035C	NA	OPI8
YKR035W-A	DID2	DID2
YKR036C	CAF4	CAF4
YKR037C	SPC34	SPC34
YKR038C	KAE1	KAE1
YKR039W	GAP1	GAP1
YKR040C	YKR040C	YKR040C
YKR041W	YKR041W	YKR041W
YKR042W	UTH1	UTH1
YKR043C	SHB17	SHB17
YKR044W	UIP5	UIP5
YKR045C	YKR045C	YKR045C
YKR046C	PLN1	PET10
YKR047W	YKR047W	YKR047W
YKR048C	NAP1	NAP1
YKR049C	FMP46	FMP46
YKR050W	TRK2	TRK2
YKR051W	HFL1	YKR051W
YKR052C	MRS4	MRS4
YKR053C	YSR3	YSR3
YKR054C	DYN1	DYN1
YKR055W	RHO4	RHO4
YKR056W	TRM2	TRM2
YKR057W	RPS21A	RPS21A
YKR058W	GLG1	GLG1
YKR059W	TIF1	TIF1
YKR060W	UTP30	UTP30
YKR061W	KTR2	KTR2
YKR062W	TFA2	TFA2
YKR063C	LAS1	LAS1
YKR064W	OAF3	OAF3
YKR065C	PAM17	PAM17
YKR066C	CCP1	CCP1
YKR067W	GPT2	GPT2
YKR068C	BET3	BET3
YKR069W	MET1	MET1
YKR070W	YKR070W	YKR070W
YKR071C	DRE2	DRE2
YKR072C	SIS2	SIS2
YKR073C	YKR073C	YKR073C
YKR074W	AIM29	AIM29
YKR075C	YKR075C	YKR075C
YKR075W-A	NA	YKR075W-A
YKR076W	ECM4	ECM4
YKR077W	MSA2	MSA2
YKR078W	VPS501	YKR078W
YKR079C	TRZ1	TRZ1
YKR080W	MTD1	MTD1
YKR081C	RPF2	RPF2
YKR082W	NUP133	NUP133
YKR083C	DAD2	DAD2
YKR084C	HBS1	HBS1
YKR085C	MRPL20	MRPL20
YKR086W	PRP16	PRP16
YKR087C	OMA1	OMA1
YKR088C	TVP38	TVP38
YKR089C	TGL4	TGL4
YKR090W	PXL1	PXL1
YKR091W	SRL3	SRL3
YKR092C	SRP40	SRP40
YKR093W	PTR2	PTR2
YKR094C	RPL40B	RPL40B
YKR095W	MLP1	MLP1
YKR095W-A	PCC1	PCC1
YKR096W	ESL2	ESL2
YKR097W	PCK1	PCK1
YKR098C	UBP11	UBP11
YKR099W	BAS1	BAS1
YKR100C	SKG1	SKG1
YKR101W	SIR1	SIR1
YKR102W	FLO10	FLO10
YKR103W	NFT1	NFT1
YKR104W	YKR104W	YKR104W
YKR105C	VBA5	VBA5
YKR106W	GEX2	GEX2
YLL001W	DNM1	DNM1
YLL002W	RTT109	RTT109
YLL003W	SFI1	SFI1
YLL004W	ORC3	ORC3
YLL005C	SPO75	SPO75
YLL006W	MMM1	MMM1
YLL006W-A	YLL006W-A	YLL006W-A
YLL007C	LMO1	LMO1
YLL008W	DRS1	DRS1
YLL009C	COX17	COX17
YLL010C	PSR1	PSR1
YLL011W	SOF1	SOF1
YLL012W	YEH1	YEH1
YLL013C	PUF3	PUF3
YLL014W	EMC6	EMC6
YLL015W	BPT1	BPT1
YLL018C	DPS1	DPS1
YLL018C-A	COX19	COX19
YLL019C	KNS1	KNS1
YLL019W-A	NA	YLL019W-A
YLL020C	YLL020C	YLL020C
YLL021W	SPA2	SPA2
YLL022C	HIF1	HIF1
YLL023C	POM33	POM33
YLL024C	SSA2	SSA2
YLL025W	PAU17	PAU17
YLL026W	HSP104	HSP104
YLL027W	ISA1	ISA1
YLL028W	TPO1	TPO1
YLL029W	FRA1	FRA1
YLL030C	RRT7	RRT7
YLL031C	GPI13	GPI13
YLL032C	YLL032C	YLL032C
YLL033W	IRC19	IRC19
YLL034C	RIX7	RIX7
YLL035W	GRC3	GRC3
YLL036C	PRP19	PRP19
YLL037W	YLL037W	YLL037W
YLL038C	ENT4	ENT4
YLL039C	UBI4	UBI4
YLL040C	VPS13	VPS13
YLL041C	SDH2	SDH2
YLL042C	ATG10	ATG10
YLL043W	FPS1	FPS1
YLL044W	NA	YLL044W
YLL045C	RPL8B	RPL8B
YLL046C	RNP1	RNP1
YLL047W	NA	YLL047W
YLL048C	YBT1	YBT1
YLL049W	LDB18	LDB18
YLL050C	COF1	COF1
YLL051C	FRE6	FRE6
YLL052C	AQY2	AQY2
YLL053C	YLL053C	YLL053C
YLL054C	YLL054C	YLL054C
YLL055W	YCT1	YCT1
YLL056C	YLL056C	YLL056C
YLL057C	JLP1	JLP1
YLL058W	HSU1	YLL058W
YLL059C	YLL059C	YLL059C
YLL060C	GTT2	GTT2
YLL061W	MMP1	MMP1
YLL062C	MHT1	MHT1
YLL063C	AYT1	AYT1
YLL064C	PAU18	PAU18
YLL065W	YLL065W	YLL065W
YLL066C	YLL066C	YLL066C
YLL066W-A	NA	YLL066W-A
YLL066W-B	YLL066W-B	YLL066W-B
YLL067C	YLL067C	YLL067C
YLL067W-A	NA	YLL067W-A
YLR001C	YLR001C	YLR001C
YLR002C	NOC3	NOC3
YLR003C	CMS1	CMS1
YLR004C	THI73	THI73
YLR005W	SSL1	SSL1
YLR006C	SSK1	SSK1
YLR007W	NSE1	NSE1
YLR008C	PAM18	PAM18
YLR009W	RLP24	RLP24
YLR010C	TEN1	TEN1
YLR011W	LOT6	LOT6
YLR012C	YLR012C	YLR012C
YLR013W	GAT3	GAT3
YLR014C	PPR1	PPR1
YLR015W	BRE2	BRE2
YLR016C	PML1	PML1
YLR017W	MEU1	MEU1
YLR018C	POM34	POM34
YLR019W	PSR2	PSR2
YLR020C	YEH2	YEH2
YLR021W	IRC25	IRC25
YLR022C	SDO1	SDO1
YLR023C	IZH3	IZH3
YLR024C	UBR2	UBR2
YLR025W	SNF7	SNF7
YLR026C	SED5	SED5
YLR027C	AAT2	AAT2
YLR028C	ADE16	ADE16
YLR029C	RPL15A	RPL15A
YLR030W	YLR030W	YLR030W
YLR031W	YLR031W	YLR031W
YLR032W	RAD5	RAD5
YLR033W	RSC58	RSC58
YLR034C	SMF3	SMF3
YLR035C	MLH2	MLH2
YLR036C	YLR036C	YLR036C
YLR037C	PAU23	PAU23
YLR038C	COX12	COX12
YLR039C	RIC1	RIC1
YLR040C	AFB1	AFB1
YLR041W	YLR041W	YLR041W
YLR042C	NFG1	YLR042C
YLR043C	TRX1	TRX1
YLR044C	PDC1	PDC1
YLR045C	STU2	STU2
YLR046C	YLR046C	YLR046C
YLR047C	FRE8	FRE8
YLR048W	RPS0B	RPS0B
YLR049C	MLO50	YLR049C
YLR050C	EMA19	YLR050C
YLR051C	FCF2	FCF2
YLR052W	IES3	IES3
YLR053C	NRS1	YLR053C
YLR054C	OSW2	OSW2
YLR055C	SPT8	SPT8
YLR056W	ERG3	ERG3
YLR057W	MNL2	MNL2
YLR058C	SHM2	SHM2
YLR059C	REX2	REX2
YLR060W	FRS1	FRS1
YLR061W	RPL22A	RPL22A
YLR062C	BUD28	BUD28
YLR063W	BMT6	BMT6
YLR064W	PER33	PER33
YLR065C	SND2	ENV10
YLR066W	SPC3	SPC3
YLR067C	PET309	PET309
YLR068W	FYV7	FYV7
YLR069C	MEF1	MEF1
YLR070C	XYL2	XYL2
YLR071C	RGR1	RGR1
YLR072W	LAM6	LAM6
YLR073C	RFU1	RFU1
YLR074C	BUD20	BUD20
YLR075W	RPL10	RPL10
YLR076C	YLR076C	YLR076C
YLR077W	FMP25	FMP25
YLR078C	BOS1	BOS1
YLR079W	SIC1	SIC1
YLR080W	EMP46	EMP46
YLR081W	GAL2	GAL2
YLR082C	SRL2	SRL2
YLR083C	EMP70	EMP70
YLR084C	RAX2	RAX2
YLR085C	ARP6	ARP6
YLR086W	SMC4	SMC4
YLR087C	CSF1	CSF1
YLR088W	GAA1	GAA1
YLR089C	ALT1	ALT1
YLR090W	XDJ1	XDJ1
YLR091W	GEP5	GEP5
YLR092W	SUL2	SUL2
YLR093C	NYV1	NYV1
YLR094C	GIS3	GIS3
YLR095C	IOC2	IOC2
YLR096W	KIN2	KIN2
YLR097C	HRT3	HRT3
YLR098C	CHA4	CHA4
YLR099C	ICT1	ICT1
YLR099W-A	MIM2	MIM2
YLR100W	ERG27	ERG27
YLR101C	YLR101C	YLR101C
YLR102C	APC9	APC9
YLR103C	CDC45	CDC45
YLR104W	LCL2	LCL2
YLR105C	SEN2	SEN2
YLR106C	REA1	MDN1
YLR107W	REX3	REX3
YLR108C	YLR108C	YLR108C
YLR109W	AHP1	AHP1
YLR110C	CCW12	CCW12
YLR111W	YLR111W	YLR111W
YLR112W	YLR112W	YLR112W
YLR113W	HOG1	HOG1
YLR114C	AVL9	AVL9
YLR115W	CFT2	CFT2
YLR116W	MSL5	MSL5
YLR117C	CLF1	CLF1
YLR118C	TML25	YLR118C
YLR119W	SRN2	SRN2
YLR120C	YPS1	YPS1
YLR120W-A	NA	YLR120W-A
YLR121C	YPS3	YPS3
YLR122C	YLR122C	YLR122C
YLR123C	YLR123C	YLR123C
YLR124W	YLR124W	YLR124W
YLR125W	YLR125W	YLR125W
YLR126C	YLR126C	YLR126C
YLR127C	APC2	APC2
YLR128W	DCN1	DCN1
YLR129W	DIP2	DIP2
YLR130C	ZRT2	ZRT2
YLR131C	ACE2	ACE2
YLR132C	USB1	USB1
YLR133W	CKI1	CKI1
YLR134W	PDC5	PDC5
YLR135W	SLX4	SLX4
YLR136C	TIS11	TIS11
YLR137W	RKM5	RKM5
YLR138W	NHA1	NHA1
YLR139C	SLS1	SLS1
YLR140W	YLR140W	YLR140W
YLR141W	RRN5	RRN5
YLR142W	PUT1	PUT1
YLR143W	DPH6	DPH6
YLR144C	ACF2	ACF2
YLR145W	RMP1	RMP1
YLR146C	SPE4	SPE4
YLR146W-A	YLR146W-A	YLR146W-A
YLR147C	SMD3	SMD3
YLR148W	PEP3	PEP3
YLR149C	GID11	YLR149C
YLR149C-A	YLR149C-A	YLR149C-A
YLR150W	STM1	STM1
YLR151C	PCD1	PCD1
YLR152C	YLR152C	YLR152C
YLR153C	ACS2	ACS2
YLR154C	RNH203	RNH203
YLR154C-G	YLR154C-G	YLR154C-G
YLR154C-H	YLR154C-H	YLR154C-H
YLR154W-A	NA	YLR154W-A
YLR154W-B	YLR154W-B	YLR154W-B
YLR154W-C	TAR1	TAR1
YLR154W-E	YLR154W-E	YLR154W-E
YLR154W-F	YLR154W-F	YLR154W-F
YLR155C	ASP3-1	ASP3-1
YLR156C-A	YLR156C-A	YLR156C-A
YLR156W	YLR156W	YLR156W
YLR157C	ASP3-2	ASP3-2
YLR157C-C	YLR157C-C	YLR157C-C
YLR157W-D	YLR157W-D	YLR157W-D
YLR157W-E	YLR157W-E	YLR157W-E
YLR158C	ASP3-3	ASP3-3
YLR159C-A	YLR159C-A	YLR159C-A
YLR159W	YLR159W	YLR159W
YLR160C	ASP3-4	ASP3-4
YLR161W	YLR161W	YLR161W
YLR162W	YLR162W	YLR162W
YLR162W-A	RRT15	RRT15
YLR163C	MAS1	MAS1
YLR163W-A	NA	YLR163W-A
YLR164W	SHH4	SHH4
YLR165C	PUS5	PUS5
YLR166C	SEC10	SEC10
YLR167W	RPS31	RPS31
YLR168C	UPS2	UPS2
YLR169W	YLR169W	YLR169W
YLR170C	APS1	APS1
YLR171W	YLR171W	YLR171W
YLR172C	DPH5	DPH5
YLR173W	TAG1	YLR173W
YLR174W	IDP2	IDP2
YLR175W	CBF5	CBF5
YLR176C	RFX1	RFX1
